site,year,siteyear,rainfall,mgmt,plot,bloc,Ptrt,Inoc,Cv,order,enduse,Zadok1,SPAD1,SRints1,SRsev1,height,tiller,Zadok2,SRints2,SRsev2,SPAD2,tstwt,HI,yieldKG,yieldBU,tkw,myco,Protein,Moisture,Hardness,Starch,SDS,oldWSC,WSC,W,Cu,Fe,Mn,Zn,Cu_adj,Fe_adj,Mn_adj,Zn_adj,PT1,PT2,PT3,Pseeds,PT2adj,PT3adj,PSEEDSadj,P_uptake,Pfinal,Padj_final
Bickleton,2009,Bickleton2009,low,No-till,72,2,low,none,OTIS,2,hard,,,,,61.7,288,,,,,58.3,0.6,1329.91,20.32,30.3,33,13.08,,,,12.5,319.9604264,290.1561621,,5.994,37.7,33.83,29.41,5.994,37.7,33.83,29.41,4405.05,1593.39,457.59,3252.74,2878.74,826.72,4325.86,0.8396,3710.33,5152.58
Bickleton,2009,Bickleton2009,low,No-till,73,2,low,none,LOUISE,3,soft,,,,,60,388,,,,,56.32,0.518518519,1542.04,24.39,33.8,42.59,11.24,,,,9.3,191.9823683,246.2802274,,4.598,37.87,33.69,29.13,4.598,37.87,33.69,29.13,4119.26,2433.59,305.03,3076.46,5098.01,639,4744.02,0.8813,3381.49,5383.02
Bickleton,2009,Bickleton2009,low,No-till,74,2,low,none,ALPOWA,4,soft,,,,,58,356,,,,,58.28,0.409090909,1355.68,20.73,29.5,18,12.78,,,,11.3,335.9816721,358.489724,,4.373,32.97,29.37,25.13,4.373,32.97,29.37,25.13,3526.81,1307.49,261.26,3067.97,2407.97,481.17,4159.19,0.8963,3329.23,4640.36
Bickleton,2009,Bickleton2009,low,No-till,75,2,low,none,WALWORTH,5,hard,,,,,52.7,444,,,,,57.62,0.5,1065.29,16.47,26.2,34.21,12.59,,,,13.7,216.1823773,219.9587707,,5.244,39.22,35.66,28.88,5.244,39.22,35.66,28.88,3434.7,1514.44,374.58,3315.63,2191.68,542.09,3532.12,0.8669,3690.21,4074.21
Bickleton,2009,Bickleton2009,low,No-till,76,2,low,myco,OTIS,9,hard,,,,,61.3,212,,,,,58.58,0.666666667,1186.15,18.04,30.7,67.31,12.75,,,,12.5,180.8260076,181.9956618,,5.593,38.86,35.58,29.97,5.593,38.86,35.58,29.97,4102.38,2572.27,335.71,3168.01,4144.89,540.95,3757.74,0.8742,3503.72,4298.69
Bickleton,2009,Bickleton2009,low,No-till,77,2,low,myco,BlancaG,10,hard,,,,,51,192,,,,,58.9,0.428571429,564.21,8.53,30.2,39,13.8,,,,16.3,212.163447,243.2403364,,6.105,41.97,39.82,34.49,6.105,41.97,39.82,34.49,4126.59,2597.73,495.32,3586.28,1991.11,379.65,2023.43,0.842,4081.6,2403.08
Bickleton,2009,Bickleton2009,low,No-till,78,2,low,myco,WALWORTH,6,hard,,,,,52.7,476,,,,,58.75,0.352941177,834.43,12.66,26.3,33.33,12.38,,,,14.2,204.5035805,274.9628249,,6.175,35.73,33.73,28.44,6.175,35.73,33.73,28.44,3576.52,4034.32,449.8,3511.36,4573.17,509.88,2929.99,0.8518,3961.16,3439.87
Bickleton,2009,Bickleton2009,low,No-till,79,2,low,myco,ALPOWA,7,soft,,,,,56,244,,,,,58.87,0.441176471,1329.92,20.13,30.2,30,12.51,,,,11.9,353.8056259,379.3994877,,3.833,35.97,32.05,23.94,3.833,35.97,32.05,23.94,4120.67,1796.97,265.47,2641.03,3246.55,479.62,3512.35,0.8799,2906.5,3991.97
Bickleton,2009,Bickleton2009,low,No-till,80,2,low,myco,LOUISE,8,soft,,,,,54.3,312,,,,,56.55,0.5,1308.45,20.61,33.2,45.83,11.15,,,,9.3,235.6947525,261.6610159,,5.057,35.23,32.84,28.46,5.057,35.23,32.84,28.46,3874.81,1335.91,349.61,3207.06,2374.61,621.43,4196.29,0.871,3556.67,4817.72
Boyd,2010,Boyd2010,high,organic,1,1,low,myco,BlancaG,1,hard,5.9,48.6,5,2,63,308,,5,10,,59.09,,1209.23,18.23,28.3,,13.45,11.73,77.73,54.35,278.7,206.7258497,273.2343383,250.7,5.656,41.27,45.29,31.11,5.656,41.27,45.29,31.11,2925.93,2408.79,168.46,3742.61,3528.56,246.77,4525.67,0.9483,3911.07,4772.44
Boyd,2010,Boyd2010,high,organic,2,1,low,myco,LOUISE,2,soft,5.9,38.9,5,5,77,352,,5,15,,56.32,,1354.13,21.42,29,,11.62,10.97,34.37,54.93,194,284.4996796,264.8351894,84.08,4.993,38.62,45.92,31.56,4.993,38.62,45.92,31.56,3229.4,2296.02,446.42,3988.44,4138.24,804.6,5400.88,0.8703,4434.86,6205.48
Boyd,2010,Boyd2010,high,organic,3,1,low,myco,WALWORTH,3,hard,6.5,40,5,20,81,468,,8,20,,54.91,,974.53,15.81,21.7,,13.59,11.61,85.97,53.09,121.4,379.9110553,290.2722211,235.4,5.24,40.52,40.97,32,5.24,40.52,40.97,32,2421.76,2302.39,212.08,3645.1,3663.95,337.51,3552.25,0.9132,3857.18,3889.76
Boyd,2010,Boyd2010,high,organic,4,1,low,myco,OTIS,4,hard,5.7,45.1,5,15,84,248,,5,25,,58.97,,1284.88,19.41,26.8,,11.21,11.01,37.33,56.74,193.1,392.8360055,462.0774922,83.13,4.172,35.97,35.69,24.03,4.172,35.97,35.69,24.03,2699.21,2296.46,168.74,2814.48,4721.39,346.93,3616.26,0.9125,2983.22,3963.19
Boyd,2010,Boyd2010,high,organic,5,1,low,myco,ALPOWA,5,soft,5.7,44.3,5,15,75,368,,5,15,,58.31,,1518.35,23.2,25.9,,11.1,11.16,38.38,56.76,192.8,403.9267273,354.4054009,82.89,4.758,38.56,33.98,26.03,4.758,38.56,33.98,26.03,2685.84,2491.37,212.08,3090.13,5028.71,428.08,4691.89,0.9164,3302.21,5119.97
Boyd,2010,Boyd2010,high,organic,6,1,low,none,ALPOWA,6,soft,5.9,46.3,5,10,77,416,,5,15,,57.65,,1669.7,25.8,26.6,,12.02,11.07,38.46,55.42,228.3,399.8577425,344.676547,118.3,5.099,40.1,35.24,27.05,5.099,40.1,35.24,27.05,2904.32,2315.92,189.04,3329.63,5140.56,419.6,5559.49,0.9298,3518.67,5979.09
Boyd,2010,Boyd2010,high,organic,7,1,low,none,OTIS,7,hard,5.9,48.1,5,15,85,304,,5,20,,59.61,,1629.52,24.35,26.1,,11.23,11.03,38.83,57.09,194.7,211.4304791,306.2964045,84.79,5.203,39.58,39.38,24.96,5.203,39.58,39.38,24.96,2611.09,2410.14,200.26,3110.95,6284.2,522.16,5069.35,0.9066,3311.21,5591.51
Boyd,2010,Boyd2010,high,organic,8,1,low,none,WALWORTH,8,hard,6.5,38,8,15,69,388,,8,30,,57.12,,1237.75,19.31,23.2,,12.3,11.44,78.63,55.63,88.1,321.4473945,317.868573,202.1,5.058,36.63,41.37,30.93,5.058,36.63,41.37,30.93,2685.23,2305.64,340.35,3872.17,4660.17,687.91,4792.79,0.8745,4212.52,5480.7
Boyd,2010,Boyd2010,high,organic,9,1,low,none,LOUISE,9,soft,5.8,37.9,5,5,74,304,,5,5,,57.94,,1904.61,29.29,30.9,,10.04,11.15,31.48,57.13,146.1,351.231903,324.6520783,36.19,4.966,35.75,41.71,28.77,4.966,35.75,41.71,28.77,3012.07,2382.63,197.92,3744.92,6040.07,501.74,7132.61,0.9343,3942.84,7634.35
Boyd,2010,Boyd2010,high,organic,10,1,low,none,BlancaG,10,hard,5.9,44.4,5,5,73,424,,5,10,,58.71,,1836.39,27.87,28.7,,12.46,11.64,76.08,55.66,245.3,274.6170305,262.7955688,217.3,5.418,42.16,45.62,27.66,5.418,42.16,45.62,27.66,2675.64,2364.31,190.82,3584.61,5259.7,424.51,6582.75,0.9394,3775.43,7007.26
Boyd,2010,Boyd2010,high,organic,11,1,high,myco,BlancaG,11,hard,6.5,39.2,5,15,76,344,,8,15,,57.95,,1642.82,25.26,25.3,,12.93,11.6,79.64,54.94,261.1,185.0664793,206.5222903,233.1,5.529,41.17,45.35,28,5.529,41.17,45.35,28,2948.19,2217.6,204.64,3625.2,4413.31,407.25,5955.54,0.936,3829.84,6362.79
Boyd,2010,Boyd2010,high,organic,12,1,high,myco,WALWORTH,12,hard,6.5,38.9,8,20,72,420,,8,30,,56.58,,1515.35,23.86,24.5,,11.64,11.46,80.07,55.79,68.3,254.0672181,222.3621664,182.2,4.79,35.76,43.44,30.05,4.79,35.76,43.44,30.05,2979.8,2361.04,218.53,3498.64,5842.41,540.77,5301.66,0.9074,3717.17,5842.43
Boyd,2010,Boyd2010,high,organic,13,1,high,myco,LOUISE,13,soft,5.9,41.8,5,10,83,304,,5,10,,59.49,,2287.4,34.26,31.2,,9.53,10.97,25.17,58,142.7,,,32.76,4.656,37.31,40.27,24.52,4.656,37.31,40.27,24.52,2818.04,2285.58,162.53,3237.57,6958.54,494.82,7405.62,0.9374,3400.1,7900.44
Boyd,2010,Boyd2010,high,organic,14,1,high,myco,OTIS,14,hard,5.9,45,5,15,81,320,,5,20,,60.36,,1799.93,26.57,28.4,,10.41,11.17,31.03,57.54,165.5,156.4521158,157.160159,55.5,4.629,36.95,37.31,23.87,4.629,36.95,37.31,23.87,2599.25,2156.81,229,3045.83,6211.78,659.54,5482.29,0.8926,3274.83,6141.83
Boyd,2010,Boyd2010,high,organic,15,1,high,myco,ALPOWA,15,soft,5.7,43.3,5,5,68,420,,5,10,,57.26,,1537.65,23.93,26.7,,10.49,11.13,29.98,56.87,168.7,307.2948828,284.0370318,58.72,4.448,36.39,34.45,25.41,4.448,36.39,34.45,25.41,2788.8,2443.98,196.86,3212.29,4995.77,402.4,4939.37,0.9247,3409.15,5341.77
Boyd,2010,Boyd2010,high,organic,16,1,high,none,ALPOWA,16,soft,5.7,44.1,5,15,76,420,,5,15,,59.95,,1559.35,23.17,28.9,,10.12,11.08,31.69,57.25,157.9,435.1722327,429.3769661,47.94,4.127,39.27,36.14,22,4.127,39.27,36.14,22,2986.82,2432.61,153.98,2885.95,5042.69,319.18,4500.19,0.9338,3039.93,4819.37
Boyd,2010,Boyd2010,high,organic,17,1,high,none,OTIS,17,hard,5.9,45.1,5,20,77,272,,5,20,,60.55,,1984.15,29.2,27.9,,10.31,10.87,35.53,58.1,169.4,203.9590068,190.5092125,59.48,4.984,40.45,39.44,24.22,4.984,40.45,39.44,24.22,2573.22,2364,164.96,2943.63,7505.35,523.71,5840.61,0.9177,3108.59,6364.32
Boyd,2010,Boyd2010,high,organic,18,1,high,none,LOUISE,18,soft,6.2,38.2,5,10,81,292,,5,10,,57.95,,2191.03,33.68,34.5,,9.64,10.88,24.25,57.28,138.8,352.4319366,371.0927067,28.89,4.495,35.18,39.52,24.66,4.495,35.18,39.52,24.66,2806.75,2396.47,202.08,3330.27,6988.73,589.32,7296.71,0.9253,3532.35,7886.03
Boyd,2010,Boyd2010,high,organic,19,1,high,none,WALWORTH,19,hard,6.2,46.4,8,20,70,504,,8,20,,56.89,,1324.71,20.75,24.5,,12.87,11.28,85.67,54.87,106.6,211.6275985,212.5260967,220.6,5.838,41.52,44.2,31.39,5.838,41.52,44.2,31.39,2961.94,2350.34,267.03,3593.99,5084.27,577.64,4760.99,0.8918,3861.02,5338.63
Boyd,2010,Boyd2010,high,organic,20,1,high,none,BlancaG,20,hard,6,49.3,2,5,67,444,,5,10,,57.97,,1580.38,24.29,25.6,,14.38,11.59,76.99,53.08,298.7,202.1000507,205.8865561,270.7,6.48,44.98,51.14,33.12,6.48,44.98,51.14,33.12,3233.86,2499.54,93.88,3851.53,4785.34,179.74,6086.87,0.9713,3945.41,6266.61
Boyd,2010,Boyd2010,high,organic,21,2,high,myco,BlancaG,21,hard,5.9,38.8,2,5,74,288,,5,15,,60.69,,1370.18,20.12,28.4,,10,11.8,73.68,58.34,172.8,320.6580966,306.113331,144.8,5.238,38.59,58.64,30.73,5.238,38.59,58.64,30.73,2656.09,2805.26,454.77,4009.59,4656.3,754.86,5493.86,0.8792,4464.36,6248.72
Boyd,2010,Boyd2010,high,organic,22,2,high,myco,WALWORTH,22,hard,6.5,40,8,15,81,504,,8,40,,58.07,,1931.29,29.63,26.2,,11.29,11.52,79.42,56.53,60.5,366.7072492,293.7923897,174.5,4.811,40.4,45.49,29.33,4.811,40.4,45.49,29.33,2727.53,2430.68,308.08,3320.26,7665.7,971.6,6412.37,0.8684,3628.34,7383.97
Boyd,2010,Boyd2010,high,organic,23,2,high,myco,LOUISE,23,soft,5.9,36.7,5,10,86,272,,5,10,,59.45,,2629.63,39.41,35.8,,9.48,10.93,18.54,57.4,131.2,257.7540576,303.6842084,21.29,3.767,33.11,36.37,22.48,3.767,33.11,36.37,22.48,2609.86,2476.35,133.3,2727.01,8667.33,466.57,7171.01,0.9389,2860.31,7637.58
Boyd,2010,Boyd2010,high,organic,24,2,high,myco,ALPOWA,24,soft,5.7,39.6,5,10,76,448,,5,15,,59.33,,2539.23,38.13,34.2,,9.82,11.09,23.23,57.95,152.4,376.6278277,408.3156497,42.42,4.388,36.39,35.16,24.96,4.388,36.39,35.16,24.96,2532.57,2361.47,173.52,2919.24,7971.35,585.74,7412.62,0.9268,3092.76,7998.36
Boyd,2010,Boyd2010,high,organic,25,2,high,myco,OTIS,25,hard,5.7,45.6,5,10,78,296,,5,20,,60,,1885.51,28,28.6,,10.84,10.99,33.14,57.07,180.4,333.0963811,356.4242609,70.45,4.915,38.37,38.26,24.44,4.915,38.37,38.26,24.44,2272.1,2622.65,228.97,3093.15,7912.57,690.81,5832.17,0.8941,3322.12,6522.98
Boyd,2010,Boyd2010,high,organic,26,2,high,none,LOUISE,28,soft,5.8,50.7,5,15,83,392,,5,10,,58.29,,2520,38.51,34.7,,9.8,11.22,25.69,57.37,144.7,247.6872141,263.0705498,34.72,4.391,35.25,38.29,25.53,4.391,35.25,38.29,25.53,2742.03,2473.07,223.26,3228.89,8294.99,748.83,8136.8,0.9157,3452.15,8885.63
Boyd,2010,Boyd2010,high,organic,27,2,high,none,BlancaG,30,hard,5.8,44,5,10,74,308,,5,20,,60.14,,940.47,13.93,26.6,,10.41,11.77,74.65,57.72,174.8,315.8466181,345.7346403,146.8,5.644,36.06,59.32,31.83,5.644,36.06,59.32,31.83,3094.85,2525.78,205.11,4047.94,2877.62,233.69,3806.98,0.9422,4253.05,4040.67
Boyd,2010,Boyd2010,high,organic,28,2,high,none,OTIS,26,hard,5.8,41.7,5,5,80,276,,5,30,,59.86,,1783.98,26.55,27.2,,11.03,11.03,36,57.56,187.3,288.8301149,306.2871547,77.37,5.401,42.32,40.92,25.36,5.401,42.32,40.92,25.36,2886.96,2548.2,186.97,2803.91,7273.97,533.71,5002.11,0.9036,2990.88,5535.82
Boyd,2010,Boyd2010,high,organic,29,2,high,none,WALWORTH,29,hard,6.5,36.8,8,20,79,416,,8,30,,,,1777.03,,26.9,,11.1,11.54,76.78,56.67,53.2,252.4719135,287.4982699,167.2,4.785,36.51,40.42,29.37,4.785,36.51,40.42,29.37,2942.34,2452.54,206.41,3487.59,7116.85,598.98,6197.54,0.9119,3694,6796.52
Boyd,2010,Boyd2010,high,organic,30,2,high,none,ALPOWA,27,soft,6.5,39,5,5,78,396,,5,15,,59.23,,2289.82,34.44,30.1,,9.48,11.09,24.75,58.55,143.3,395.7600014,395.3942975,33.33,4.013,34.24,34.43,24.03,4.013,34.24,34.43,24.03,2665.84,2132.77,304.94,3000.36,6492.19,928.25,6870.27,0.881,3305.3,7798.52
Boyd,2010,Boyd2010,high,organic,31,2,low,none,WALWORTH,31,hard,6.5,35.4,8,30,80,352,,8,40,,56.93,,1116.81,17.48,23.6,,12.05,11.52,81.68,55.84,92.1,270.711423,299.2013229,206,5.028,115.03,56.74,32.98,5.028,115.03,56.74,32.98,2840.94,2236.84,205.95,3495.05,4079.37,375.59,3903.32,0.9122,3701,4278.91
Boyd,2010,Boyd2010,high,organic,32,2,low,none,BlancaG,32,hard,6,43.1,8,10,83,280,,8,15,,59.22,,1734.32,26.09,26.2,,11.52,11.78,76.41,56.4,207.7,251.2327736,331.4248059,179.7,5.205,41.67,50.61,29.84,5.205,41.67,50.61,29.84,2888.54,2233.62,208.76,3594.37,4692.79,438.6,6233.8,0.9343,3803.13,6672.4
Boyd,2010,Boyd2010,high,organic,33,2,low,none,ALPOWA,33,soft,5.9,42,5,15,82,368,,5,20,,59.97,,2218.92,32.97,28.8,,9.79,11.15,28.49,57.72,144.9,404.4837437,410.5209809,34.91,4.598,33.18,35.55,26.13,4.598,33.18,35.55,26.13,2946.28,2318.72,363.22,3042.55,6839.69,1071.41,6751.19,0.863,3405.77,7822.6
Boyd,2010,Boyd2010,high,organic,34,2,low,none,OTIS,34,hard,5.7,43.9,8,15,81,216,,5,20,,60.5,,1722.02,25.36,27.5,,10.54,11.03,36.03,57.8,174.2,296.2144873,248.7233996,64.29,4.816,32.66,43.21,25.38,4.816,32.66,43.21,25.38,2859.52,2321.76,309.08,3470.15,6397.4,851.63,5975.67,0.8753,3779.23,6827.3
Boyd,2010,Boyd2010,high,organic,35,2,low,none,LOUISE,35,soft,5.9,36.2,5,2,85,288,,5,2,,59.95,,2333.95,34.68,36.8,,8.72,11.15,14.62,59.26,110.8,232.8224444,210.612643,0.83,4.142,37.24,39.56,22.71,4.142,37.24,39.56,22.71,2577.74,2238.57,252.06,3100.64,6954.1,783.03,7236.74,0.9024,3352.7,8019.77
Boyd,2010,Boyd2010,high,organic,36,2,low,myco,OTIS,37,hard,5.9,38.1,5,5,82,324,,8,15,,60.6,,1734.01,25.49,28.4,,9.58,11.01,29.2,58.21,137,300.3300632,237.5324907,27.03,4.542,33.28,40.35,23.37,4.542,33.28,40.35,23.37,2905.46,2231.04,112.52,2998.27,6190.25,312.2,5199.04,0.9434,3110.79,5511.24
Boyd,2010,Boyd2010,high,organic,37,2,low,myco,WALWORTH,40,hard,5.7,41.4,8,15,74,408,,8,30,,57.46,,1289.05,19.99,23.8,,11.15,11.48,81.09,56.74,57.7,383.639872,363.9327833,171.6,5.096,53.05,56.78,31.47,5.096,53.05,56.78,31.47,2680.52,2312.96,555.97,3772.88,4868.71,1170.29,4863.43,0.806,4328.85,6033.72
Boyd,2010,Boyd2010,high,organic,38,2,low,myco,BlancaG,39,hard,5.9,44.2,8,10,76,448,,5,15,,60.33,,1946.07,28.74,29.6,,10.9,11.79,72.86,57.33,201.7,264.9742144,331.2360842,173.7,5.176,36.12,52.6,29.89,5.176,36.12,52.6,29.89,2743.51,2343.58,259.19,3401.35,5524.96,611.03,6619.27,0.9155,3660.54,7230.3
Boyd,2010,Boyd2010,high,organic,39,2,low,myco,LOUISE,36,soft,6.2,39.8,5,10,86,308,,2,5,,58.48,,2782.78,42.39,39.3,,9.16,11.15,21.56,58,123.3,196.9664824,384.963427,13.33,4.363,36.62,40.07,24.56,4.363,36.62,40.07,24.56,2703.24,2515.39,310.95,3196.61,9316.73,1151.73,8895.48,0.8854,3507.56,10047.21
Boyd,2010,Boyd2010,high,organic,40,2,low,myco,ALPOWA,38,soft,6.5,36.2,8,30,80,420,,8,15,,59.81,,1971.9,29.37,29.4,,9.88,11.03,30.75,58.13,152.1,294.3418182,331.1075986,42.11,4.408,32.66,34.12,26.75,4.408,32.66,34.12,26.75,2980.35,2381.55,171.84,3075.05,6242.96,450.47,6063.67,0.9308,3246.89,6514.14
Boyd,2010,Boyd2010,high,organic,41,3,low,myco,OTIS,41,hard,5.9,41.4,5,20,76,272,,8,30,,59.85,,1169.44,17.41,25.9,,,,,,,217.6943306,197.8590114,,6.644,48.86,55.39,32.4,6.644,48.86,55.39,32.4,2910.53,2374.21,174.77,3655.53,4442.66,327.03,4274.91,0.9289,3830.3,4601.94
Boyd,2010,Boyd2010,high,organic,42,3,low,myco,BlancaG,42,hard,6.2,38.9,5,15,83,452,,8,15,,60.71,,1895.7,27.82,30,,10.84,11.8,71.38,57.72,202.7,356.9179274,348.0119348,174.7,4.993,36.7,52.04,28.43,4.993,36.7,52.04,28.43,2715.71,2329.36,139.89,3441.21,5349.3,321.25,6523.5,0.9531,3581.1,6844.75
Boyd,2010,Boyd2010,high,organic,43,3,low,myco,WALWORTH,43,hard,6.5,28,8,20,79,552,,8,20,,58.92,,1772.62,26.81,27.1,,11.25,11.66,78.63,56.48,53.7,275.4417003,314.8367761,167.7,4.318,32.59,43.38,27.53,4.318,32.59,43.38,27.53,2686.82,2031.32,114.83,3170.99,5879.93,332.39,5620.96,0.9442,3285.82,5953.35
Boyd,2010,Boyd2010,high,organic,44,3,low,myco,ALPOWA,44,soft,6,41.4,8,15,74,464,,8,15,,60,,1905.93,28.3,29.4,,9.45,11.41,25.96,58.21,140.5,316.4299247,346.0322995,30.56,3.895,32.91,33.56,24.94,3.895,32.91,33.56,24.94,2950.9,2180.51,248.09,2977.93,5524.76,628.58,5675.74,0.9003,3226.02,6304.32
Boyd,2010,Boyd2010,high,organic,45,3,low,myco,LOUISE,45,soft,5.8,34.3,5,5,84,448,,5,5,,59.23,,2177.4,32.75,33.9,,9.77,11.25,27.65,57.64,148.2,303.9720309,332.1302825,38.29,3.888,32.97,37.16,22.55,3.888,32.97,37.16,22.55,3279.43,2333.17,133.3,3033.56,6761.8,386.33,6605.27,0.9447,3166.86,6991.6
Boyd,2010,Boyd2010,high,organic,46,3,low,none,ALPOWA,47,soft,5.9,45.5,5,5,79,356,,5,20,,59.59,,2609.65,39.02,31.9,,9.05,11.27,25.01,58.23,122.1,504.4424369,420.5191589,12.13,5.197,48.73,40.22,27.08,5.197,48.73,40.22,27.08,2744.18,2224.89,307.42,3414.77,7718.59,1066.51,8911.38,0.8931,3722.19,9977.89
Boyd,2010,Boyd2010,high,organic,47,3,low,none,BlancaG,49,hard,5.9,42.5,5,10,74,268,,8,20,,61.12,,1975.28,28.79,29.2,,10.64,12.08,75.79,57.56,195.1,360.2811302,349.8626351,167.1,5.155,40.29,48.1,27.2,5.155,40.29,48.1,27.2,2795.34,2496.37,308.99,3348.56,5973.52,739.37,6614.35,0.8995,3657.55,7353.72
Boyd,2010,Boyd2010,high,organic,48,3,low,none,WALWORTH,48,hard,6.5,37.1,8,20,78,432,,8,30,,57.97,,1932.69,29.71,27.7,,10.71,11.59,79.64,57.28,50.9,272.0569258,246.398085,164.9,4.408,36.39,40.85,27.41,4.408,36.39,40.85,27.41,2897.23,2427.82,275.99,3228.03,7662.23,871.02,6238.78,0.8775,3504.02,7109.8
Boyd,2010,Boyd2010,high,organic,49,3,low,none,LOUISE,46,soft,6,40.8,8,10,85,228,,2,5,,58.47,,2430.03,37.03,36.1,,9.64,11.26,24.65,57.63,141,333.4344645,339.0022577,31.05,4.523,43.27,40.27,23.79,4.523,43.27,40.27,23.79,3093.16,2058.92,146.29,2934,6659.31,473.16,7129.71,0.9378,3080.29,7602.87
Boyd,2010,Boyd2010,high,organic,50,3,low,none,OTIS,50,hard,5.9,39.7,8,15,75,180,,8,15,,60.21,,1497.85,22.17,27.5,,10.38,10.95,38.42,58.07,174.7,248.6837789,176.8007147,64.75,5.411,44.64,49.39,29,5.411,44.64,49.39,29,2695.49,2401.51,147.73,3499.64,5755.73,354.06,5241.93,0.9367,3647.37,5595.99
Boyd,2010,Boyd2010,high,organic,51,3,high,none,WALWORTH,51,hard,6.5,43.5,8,40,77,524,,8,30,,55.36,,1430.85,23.03,23.3,,13.47,11.56,83.31,54.1,126,291.6383479,241.8118621,240,4.878,42.48,39.44,30.65,4.878,42.48,39.44,30.65,2975.87,2249.57,210.49,3045.41,5256.19,491.81,4357.54,0.8986,3255.9,4849.35
Boyd,2010,Boyd2010,high,organic,52,3,high,none,OTIS,52,hard,6,47.9,8,20,80,304,,8,15,,59.66,,1969.68,29.41,27.6,,10.34,11.14,39.16,58.4,173.3,223.7518208,251.2917544,63.32,5.093,38.5,39.1,27.5,5.093,38.5,39.1,27.5,2952.68,2107.28,179.24,2867.71,6641.48,564.92,5648.47,0.9091,3046.95,6213.39
Boyd,2010,Boyd2010,high,organic,53,3,high,none,LOUISE,53,soft,5.9,39.6,5,10,81,336,,8,30,,60.32,,2858.48,42.22,40,,9.3,11.1,25.1,58.32,136.1,300.1231529,370.12409,26.19,4.778,40.41,44.34,24.85,4.778,40.41,44.34,24.85,2689.79,2059.24,113.61,3083.03,7834.67,432.24,8812.79,0.9532,3196.64,9245.03
Boyd,2010,Boyd2010,high,organic,54,3,high,none,ALPOWA,54,soft,5.7,41.9,5,10,73,336,,5,15,,59.62,,2159.16,32.26,33.3,,10.14,11.14,30.7,57.27,162.8,240.8214629,299.6889077,52.8,4.226,35.95,34.75,26.12,4.226,35.95,34.75,26.12,2890.56,2307.5,470.77,3105,6623.28,1351.25,6704.19,0.8323,3575.77,8055.44
Boyd,2010,Boyd2010,high,organic,55,3,high,none,BlancaG,55,hard,5.9,50,5,5,78,316,,5,5,,61.02,,1601.43,23.38,31.9,,10.17,12,70.07,58.18,181.5,445.106573,403.48833,153.5,4.765,71.2,41.58,27.92,4.765,71.2,41.58,27.92,2515.33,2200.48,112.02,3418.57,4268.9,217.32,5474.59,0.9618,3530.59,5691.91
Boyd,2010,Boyd2010,high,organic,56,3,high,myco,OTIS,59,hard,6,37.2,2,5,85,388,,8,15,,60.83,,2536.88,37.16,33.1,,9.7,11.05,30.93,58.36,147.1,160.2792576,273.5146169,37.15,4.792,38.06,40.8,26.28,4.792,38.06,40.8,26.28,2753.67,2284.42,173.8,2966.3,9273.08,705.48,7525.16,0.9143,3140.1,8230.64
Boyd,2010,Boyd2010,high,organic,57,3,high,myco,LOUISE,58,soft,5.9,43.6,5,5,82,316,,5,5,,59.66,,2627.33,39.23,38.7,,9.46,11.06,23.93,58.14,140.7,285.3888143,330.398109,30.76,4.612,38.44,40.82,26.2,4.612,38.44,40.82,26.2,2708.45,2325.25,281.49,3227.47,8131.37,984.38,8479.65,0.896,3508.96,9464.03
Boyd,2010,Boyd2010,high,organic,58,3,high,myco,BlancaG,56,hard,5.9,37.6,5,5,76,196,,5,20,,61.51,,1352.84,19.59,30.2,,10.69,11.83,73.67,57.29,188.4,335.9437378,345.6436762,160.4,5.029,74.24,52.88,30.11,5.029,74.24,52.88,30.11,2827.85,2350.29,213.12,3649.56,3851.78,349.28,4937.29,0.9339,3862.68,5286.57
Boyd,2010,Boyd2010,high,organic,59,3,high,myco,ALPOWA,57,soft,5.9,39.2,8,15,74,380,,5,20,,60.5,,2012.44,29.64,29.4,,9.58,11.12,29.82,58.23,148,320.0134818,315.2539768,38,4.008,192.53,36.58,24.65,4.008,192.53,36.58,24.65,2701.43,2161.69,142.05,2953.05,5783.15,380.02,5942.83,0.9399,3095.1,6322.85
Boyd,2010,Boyd2010,high,organic,60,3,high,myco,WALWORTH,60,hard,6.5,44.2,8,20,80,356,,8,30,,57.17,,1749.47,27.27,25.1,,13.06,11.53,79.58,55.23,117,258.5247422,310.6596021,231,5.208,42.17,39.65,30.51,5.208,42.17,39.65,30.51,2878.82,2353.33,269.59,3114,6723.07,770.16,5447.86,0.8761,3383.59,6218.02
Boyd,2010,Boyd2010,high,organic,61,4,high,none,ALPOWA,61,soft,5.7,48.1,8,15,77,396,,8,30,,57.22,,2469.04,38.45,25.2,,11.98,10.85,38.88,55.29,212.4,300.4154877,259.060203,102.4,5.487,40.61,37.66,29.12,5.487,40.61,37.66,29.12,2938.73,2202.98,206.75,3125.76,7230.8,678.61,7717.63,0.9192,3332.51,8396.24
Boyd,2010,Boyd2010,high,organic,62,4,high,none,OTIS,62,hard,5.9,46.8,8,15,81,284,,8,20,,59.98,,1895.03,28.15,29.6,,10.23,11.16,34.14,58.28,161.5,198.9664508,264.7179608,51.5,4.953,38.94,42.82,27.07,4.953,38.94,42.82,27.07,2504.6,2403.56,119.86,2988.47,7288.18,363.46,5663.24,0.9397,3108.33,6026.7
